comment,label
Jujur aku suka bangeet skin care ini cepat nyerap tdk berat bisa mengatasi kulit keringbelum 1 bulan pakai bisa mengurangi garis halus di bawa mataqdan paling sy suka dari produk ini supreme activating booster essence bagusss banget cepat nyerap pd kulit????,positif
Makasih review nya ka..sangat membantu buat yg masih galau milih skincare??,positif
Glowing banget muka nya masya Allah ..sy usia 41 th udh ada flek hitam mungkin sekitar 7th an udh pake segala produk g ada yg ngepek..bagus nya pake yg mana aja y..secara sy tinggal di dubai jd g bisa kirim skincare yg bentuk cair ..boleh recomedasikan apa aja yg efektif untuk flek hitam dn bekas jerawat mksh banyak ??,positif
Aku udah pake sejak bulan Januari dan hasilnya emang bagus banget. Recommended banget sih ini ..,positif
Berguna banget.,positif
Ini recomended banget buat yg lg cari skincare! aku cuma pake yg crystallure booster essence nya aja udah bagus banget hasilnya benerï¿½ keliatan ke wajah. Apalagi kalo pake 1 rangkaian ????,positif
Setuju Kak hehe. Aku baru pakai essence-nya aja tapi emang dikulit terasa banget perubahannya. Tapi aku mau nanya nih Kak. Essence crystallure ini aman ga ya kalau dikombinasiin sama serum lain? Aku pakai somebymi yuja sejak pakai essence ini aku stop dulu serum yujanya. Takut ada efek samping ala gituu ????,positif
Pakai crystalure skincare bnr bnr buat wajahku glowing dan lebih cerah sukaaaak bgt hasilnya ??,positif
Mashaallah cantik bet kak??,positif
bosternya enak banget dipake bisa langsung melbabkan gitu thankyou reviewnya kak tasya next beli rangkaian yg lain ngumpulin duit dulu??,positif
Crystalure emng skincare yg maksimal banget sih buat menghidrasi dan meremajakan kulit?????,positif
Aku udh 3 bulan pakai ini muka jd glowing kenceng cerah bekas jerawat jg ilang. Suka bgt pk ini udh gt aman utk bumil,positif
"bener"" kagum sama skincare yg satu ini cocok bgt buat mengencangkan kulitku dan menunda penuaan.. tidak cuma itu ajaternyata juga mencerahkan...  gilaaa.. pake sebulan udah keliatan hasilnya... kalian harus coba crystallur by wardah ini ??????",positif
Fix !! Ini mah racun skincare 2021 ?? Mevah tapi harganya terjangkau karna kemasannya juga lumayan besar si menurut aku. Nggak bakalan nyesel pake produk ini deh pokoknya ??,positif
The Best bnget buat produk ini by Wardah??????,positif
cantik kakak..,positif
ya Gustii 7step skincarenya pantesan glowing+bersih kulitnyaaa ??,positif
Cantik bnget masyaAllah,positif
Yg mau lebih agak murah pakai yg Wardah Renew You bagus juga kok,positif
Aku baru pakai 2hari saja sudah merasakan beda nya bagus banget produk nya,positif
Apakah cocok bagi kulit berminyak?,positif
enka bgt d muka..ringan bgt.. klq o..y brasa bratx... klq ini gk sm skli,positif
Pakai krim malam dan pagi doang baru seminggu dah berasa banget efeknya... Muka cerah halus gak berminyak agak kenceng muka. Warna kulitku kuning langsat. Sebelum pakai kusem banget dan kasap gt. Setelah pakai ini muka segeran cerah.,positif
Make up natural begitu malah lebih cantik ??,positif
kakak lipstiknya pake apa bagus bangttt??,positif
Cantik bgt kmu beb tanpa makeup.. heheh  ak lbh suka kmu g pke apa2 .. ?,positif
Aku udah 3 hari pake eye serum sebelum tidur malam dan hasilnya memang bagus banget ???? lingkar mataku yg hitam bawaan dari lahir jadi memudar dan area sekitar mata jadi kelihatan cerah dan kenceng kulitnya ????,positif
"Aku juga pakai produk ini lengkap dgn eye serumnya...  Emng worth it sih manfaat dan harganya..  Apalgi untuk anti aging.  
Kulit itu jadi kenceng bgt  kerutan halus perlahan memudar  eye bag juga perlahan menghilang  lbih cerah  bintik hitam memudar...  Seriusan!!  Gk bhong ??",positif
mukanya bagusan banget kak,positif
Mukanya kak tasya kok kyk mudaan ya? kyk waktu awal awal nge youtube,positif
Why u look so beautiful??,positif
Makaaacii Reviewnya kak Tasya cantiik.. ????,positif
"Fokus ke muka ka tasya:(
Cantik banget:(",positif
Wardah...??????,positif
"Awalnya ga expect ketinggian 
Jujurrr gue make 2 hari ajaa berubah woi 
Glowing kenyal cerah 
oil serumnya itu sengaruh itu gila 
Mudarin bekas jerawat yang udah item gue 
Padahal cuma pake 2 item nya aja
Apalagi pake semuaaa",positif
"Yeyy?? akhirnya.. yg di tunggu"" terima kasih ka sudah ngreview crystallure ?? Iyya betul ituh crystallure by Wardah ka?? jadi dia bkal berdiri dengan brand sendiri jadi aku sebagai BA Wardah juga harus sering menawarkan produk baru ini iya sihh menang dia aga mahal tapi emg bner"" bagus bngtt?? aku pas training kemarin juga udah nyobain?? super duper bagus ?? oh iya 2 Minggu yg lalu juga ka Tasya datang ke counter aku di Central Park pas launching crystallure pertama di counter aku ??",positif
"Kaaakkk idungnya kecil banget :"" lucuuuu",positif
Wadah yang biasa aja lah lebih murah wkwk,positif
Kak tasya mulus banget,positif
"Dari pertama nonton udah mikir     "" ini cuma perasaan gue doang atau emang kulitnya kak tasya jadi makin putih mulus pake bgt "" plis ampe resolusi gue tingkatin yang max dan ttp mulus  bgt",positif
Pas di zoom kaga keliatan poriï¿½nya ya ampun????,positif
Maa syaa Allah dari dulu eng cinta debgan produk wardah karena produk wardah belum ada yang abal2nya jugakan terus ingrediens produknya juga bagus dan halal tentunya. dan sekarang fix mau belik 4 item itu,positif
Ka tasya rambutnya cakepan kek gini???,positif
Omaygad rambutnya bagus betdhhh,positif
"Udah cantik ..baik ..msyallh kak 
Maf telt .. komen nya .. yg pntinh hdir ya krna aku kmren lagi ga fit .. kak boleh mnta stiker luv nya biar aku cpt smbuh and smngt like amd komen nya",positif
Kak tasya farasya jadi dokter kecantikan tanpa gelar aja kak kalau kwkks,positif
"Baru mulai nnton udah deg""an. ""aduh takut keracunan nih pokoknya stiap kak tasya bahas skincare pasti pengen beli"" ??",positif
"Kak cobain skincare nya b Erl donk 
Soal nya belum ada yg review",positif
semoga uangku cocok untuuk beli ini,positif
Kak tasya kok mirip nancy momoland saya suka deh liatnya??,positif
Cuma ka tasya beauty blogger yang aku percaya. Banyak produk yang aku beli dari hasil review ka tasya ??luvv,positif
"MashaAllah.. Bagus ya harganya?? kapan ya bisa beli tuh produk bagus ?? 
Semoga bisa beli??
Tanpa makeup Km natural bgt.. ??",positif
Wardah maniaaaa..ï¿½......??,positif
Lipstick yg dpake ka tasya sekarang apa yaa bagus bgt ????,positif
nanccyy???????????????,positif
"Satu satunya Youtuber atau selebgram yang aku percaya buat review produk; TASYA FARASYA??
Alasannya cuma satu; jujur. Nggak akan kasih yang kw atau kalau nggak bagus ya bilang nggak bagus.",positif
Binggung semua di bilang bagus jadi pake yg mana sebenarnya?,positif
Yang cinta produk indonesia mana suaranyaaa,positif
Walaupun ga makeup tetep cantik natural??,positif
Entah kenapa klo lagi badmood mumet stress bnyk msalah capek buka youtube nonton kak tasya my mood tu langsung stabil dan lebih tenang. Thankyou kak tasya??,positif
Bener banget ka tasya kulitnya lebih cerahbgt dari tadi salfok kesitu mulu ??,positif
Kalo umurnya masih 14 thn gitu emang bisa ka pake serum?,positif
"kalau ada yang bilang ""makeup ori mahal"" thats a big bullshit coi. 

jadi emina wardah pixy viva mizzu itu apa? 
dah jelas ori bagus dan cocok dikantong pelajar.

intinya
dear tasya farasya terimakasih sudah mau speak up aku padamu.",positif
suka ama Tasya yg emang rekomendasikan produk yg benar2 aman dan dia pake jg. beda ama si Tasyi yg pake HELWA cream abal2,positif
Rambut ka tasya lebih bagusan yg kaya sekarang dari pada yg kemaren2 ni yg kriting ya,positif
just wanna say LOVE U KAK TASYA KEEP INSPIRING<3,positif
"Gua suka bgt pas tasya savage farasya yg speak up kasus endorse di twitter bnyk bgt yg setuju karna speak up nya tasya??????

#tranding1 on twitter",positif
"terinformative terpositive terendah hati review.. 
I like ??",positif
Ka tasya produk untuk menghilang flek hitam krn sinar matahari dong kaaa,positif
"Tasya pake safi aku beli .. Tasya pake wardah safiku belum abis ??????????????

Jadi mending safi mending wardah yah ? ??",positif
Wardah emang bikin cerah muka favorit bat emang,positif
Ya Allah...lancar kan rezeki nya subscriber nya kak @tasyafarasya biar bisa beli yg kk tsya riview????,positif
"Affordable sih dibandingkan merk skincare lain satu pack nya.. trus hampir tiap jenis kayanya bisa awet lebih dari sebulan...

tapi bukan berarti saya akan megeluarkan uang untuk membeli semua itu..  :'v",positif
Yuhuu yg ditunggu,positif
Kok lucu sih ??,positif
Km terlove ka ??,positif
Asyik banget dengar review kaakak... jelas semua. Thank you kak.,positif
Cushion doang yeh yg dibahas tp bkin anteng ky nton kartun ?? good job kak,positif
Suka banget kaa.. pokonyaa jadi pendukung setiaaa kamu?? jatuh cintaaaaa banget sama kamu dan semua bahasan makeup kamusehat selalu ka.. god bless u,positif
idola ane. ??????,positif
"Rambutnya kak harus potong lagi tuh udah gondrong !!! 

Love you as always ???? i dont even wear a make up but ill stay on your channel ??????????",positif
Teuteup yah shade nya yang kalau aku pakai bakalan abu2 meskiii nampol di mukanya gorjeuuuusss ??. Jangan bosan untuk kritik make-up company yah kak.,positif
seru banget review lu kak .. loveyou ??,positif
Kk review semua produk focallure dong dari primer foundie bedak pokokny semua deh heheh moga lu denger dan gua akan selalu nunggu vidio itu????,positif
"*nonton gapake earphone*
Mama: itu siapa sih ka yg ceramah? 



Hahahahahahahaaah",positif
dan gue selalu nonton ampe akhir karna gue suka kebacotan lo. LUV DAH POKONYA ????,positif
Yeeey akhirnya.. ????,positif
"Gua ngakak bgt pas lu ngomong ""pikpiw"" anjir HAHA APAANSI NIH APAAN",positif
Wowo ku suka ku suka ??,positif
I love your honest opinion ??,positif
Yaa allah...masih bagus biarpun udh ber jam2??????,positif
Aku uda lama pake ini gapernah ganti2 bagus banget cuman klo berkeringan dia luntur sedikit biasanya dbagian kumis gtu cuman ga masalah pas diset pake bedak uda oke kok anti luntur?,positif
Suka kak apa adanya YouTuber,positif
Bener2 kaya glass skin dan bersinar beneran woiii gue suka banget liat hasil complexions nya,positif
Love it sist tks,positif
"Nyablakkkk blak blak mantabbbb
Makasih reviewnya kaliv",positif
Review meyagin kan bgt wkwkwknka bagus kok warna nya diwajah kk ???? (kayak wanita korea dong ??????),positif
Gemesbagus banget ngereviewnya,positif
Selalu suka review jujur kaka.. ????,positif
Heheh bedak favorit gw kalo cuman keluar bentar enak banget,positif
Kak sudah bagus dan unik yg penting buat akun langsung bahas aja produknya tidak usah banyak bicara yg lain biar lebih bagus,positif
Aku suka pakek ini dipakek utk dance tetep stay,positif
Penampilanya internasyional bangettt suka nih chenel ny Kk wkwk;(,positif
Ini bedak emak gw dr jaman dy masih remaja dan d wariskan ke gw pas gw masih remaja. Aromanya enak bgt tp,positif
Review pling jujursyuka,positif
Aku makeupin pengantin pake ini awet kokbagus banget.,positif
Mbk livejunkie....trnyata jenis kulit wajah qta sma...saya jug suka dgn riviewny yg apa adany...thanks y...,positif
Favorit aku,positif
Kesukaan aku bedaknya,positif
Aku pke ini prodak di ketiak,positif
Love the eyeliner ??,positif
Kak livjunkie i love you,positif
Sangat membantu...thanks a lot!!,positif
Bedak marcks emang terbaik sih menurut ku bedak andalan dari smp sampai sekarang umur 24 tahun setia pake bedak marcks. Gatau knp ku pede pede aja pake bedak tabur itu dan cocok. Karna temenku kalau pake bedak marcks pada ga pede karna keanginan sedikit langsung ga on. Tapi kalau dipake di aku tetep on sih untungnya..,positif
Kulit muka mbaknya bagus aku suka,positif
Aku pke bedak marks jga krna kulit ku cenderung brminyak tp klo pke bedak ini hasilnya bgus dan gk brminyak??,positif
Bagus gitu gk pake soflen di lihat juga enak gk menakutkan matanya,positif
Percaya atau tidak tapi bedak ini bikin hasil akhir make up gue jadi flawless !!! ?????? I love it !!,positif
"Suka banget sama kakak satu ini...cantik itu...nggak harus berambut panjang dan putihdan sipit dan manis..tapi cantik itu...""Menarik dan apa ada nya dan menjadi diri sendiri""",positif
Saat ini jg gw jd keterusan pke bedak ini ga tau knp tp ngerasa bikin jerawat bruntusan gw kering gt salam succses kakahh??????,positif
Finally found same result! Sama bgt bikin bertekstur di wajah jadi jelas bgt :((,positif
Kaka q suka warna kuteknya kakkkkk... pakai kutek apa itu kak kukunyaaa????,positif
Ini bedak kesukaan gw sih hahahah bener bener nahan minyak and gk bikin jerawat gw nambah gt.,positif
Lebih cantik ga pake soflens,positif
kaya bule,positif
"tadi mlm aku nyobain  bedak marcks ini  aku pake daari jam 11 mlm trus aku bagun jam 08:00  bedak nya masik oke di muka.
tpi gue aga tkt juga karna kata tmn gue bedak ini ga ada pom nya.",positif
Bedak favorite ku ini. Dari pas SMP kls 1 mama nyuruh pake bedak ini biar jerawatnya ilang. Dan ampuh sih. Sampe skrg juga masih pake.,positif
"aku jga pake bedak marcks  tp yg ""ROSE"" nya   syukaaaaa bgt pkonyaa ????",positif
Tiap hari pake bedak itu aku iritlah murah awet (habisnya lama)??,positif
"Aq pakai ini sblm bb cream spy lbh awet riasannya.... Kdg pun utk maskeran + air mawar
Btw aq suka mata yg ini.. Drpd softlens",positif
Lebih lucu ga pake soflents??,positif
My fav bedak apalg buat wajah yg super jerawatan,positif
Gw suka ????,positif
Kaka cantik tanpa softlans ??,positif
q jg punya bedak ini...tp jarang q pake...karena kalau habis pake  bedak harus bersih2 hihi...,positif
Buat yang jerawatan ini bagus,positif
Aku suka vidio ini. Krn gk pakek soft lance. Bedak itu sampe sekrang masih pakek,positif
Kalau pakai bedak marks enak banget sih buat muka yang berminyak jadi kering,positif
Pake bedak.ini buat ketek... alhamdulillah gak.bauk n gak basah seharian..,positif
Hai liv.. Kebetulan gw kerja di PT. KIMIA FARMA.. hope u like we're produk.. I enjoyed to watching ur vlog..,positif
Awal demen lo lantaran gayanya miripppp bgt ama PINK (i'd love her so much!!). Tapiiii ocehan lo tuh bikin gw jatuh cintaaaa apalagi kalo dah sial ?????? apa adanya bgtttt ga di buat2. Love youuu liv ????,positif
Aku suka cara kakak ngomong pinter bahasa inggris. Tp sayang sub belum melejit. Semangat terus kak semoga viral,positif
Sampe sekarang saya pakek kerja,positif
Bedak legendaris gua nihh.. Tau bedak ini dari mama  emg bguss marcks,positif
klo ini di tmpatku jadi bedak favorit remaja ky anak2 SMP yg baru puber dan anak2 SMA gtu yg mukanya sering berminyak krn aktifitas sekolah dri pagi smpai sore ????,positif
KAAA ADA KEMASAN BARUNYA YG MARCKS ACTIVE TUNGGU KAAAA,positif
"sis mw tnya dong..  
produk bwat kulit yang super duper berminyak apa..  
fyi kulit kita sma punya pori2 yang gede",positif
Bedak ini enak banget dipake setelah pakai toner atau gel kalo pake setelah foundie gt aku juga kurang suka.,positif
Keren wing liner nya,positif
Butirannya emg kasar kak. Aplg yg compact powdernya. Tp aku suka bgt utk setting muka abis pke krim2an. Tahan lama trs ga pecah2 mskp udh kringetan. Ini bedak juga bisa dipake kalo lagi gatel2 krn biang keringat ditarok di bagian yg merah2. Aku suka pake juga soalnya.,positif
Haha jujur aku ngilangin jerawat aku pake bedak ini.... #dontjudgeme! Haha,positif
Kak pake lipstik apa? Warnanya cantik bgt!,positif
Kak km cantik banget makan apa sih kak kok bisa cantikk,positif
"Bedak itu harus kak 
Aku suka bangettt.........kikikikokkkkkikmkmm",positif
Baru sehari liat videonya tapi langsung suka aja gitu daaaaan nagih liat yg lainnya. Semangat terus bikin videonya ya kak ??????????,positif
bagusan yg mana kalo dibanding sm ponds bb powder?,positif
Mirip milley cyrus ????,positif
Ka guee suka bnget sama vidieo kamuu ??????,positif
"Kak klo gue make kok pas keringetan muncul2 gt dy bedak nya
Mkanyaa gue kurang suka
Apa gue yg gk bsa mkek nya ya?",positif
"Ini bedak emang bagus buat nahan minyak tokcer. Tapi emang cocok2an+keliatan ""bedak"" banget.",positif
"Ini bedak favorit gw ??
Emang kemasannya bikin repot terus kalo lagi pergi2an malu rada ngebul kalo di pakekharus d pindahin ke tempat bedak padat.
Tapi gw cocok sama bedak inikalo muka gw berminyak gak berantakan d muka. Cuma pakek bb cream sama ini juga udh enak buat sehari2??. Dan kalo di jalan muka gw gampang keringetanpakek ini kalo bedaknya ilang gak nganclo2 belepotan tinggal di tambah aja kalo udh ilang d muka.??",positif
Kak lipsticknya apa cucokk,positif
bedak legendaris dari kimia farma...produk bgs sih menurut aku...,positif
Kukunya cantik kak ??,positif
makasi banget kak aku uda subscribe yaaa  thank for sharing!!! ??????,positif
Udah ada packaging baru yg kaya dari plastik kaca gitu,positif
Di muka aku yang berminyak cocok kak oil controlnya lumayan.,positif
Btw lo lebih cantik no softens beb.. Lebih gimana yaa,positif
Ini emang baguuuusss,positif
tapi saya cocok pake bedak ini. buat ngebantu nahan minyak seharian.,positif
kulit aku kering kak tp aku pakai bedak ini krn ringan banget di muka. aku pakainya dikit2 krn takut makin kering kulitnya dan baking cuma di daerah mata aja klo pakai concealer. recommended buat bedak sehari2. harganya murah meriah dan isinya banyak pula.,positif
Ini bedak fav gue cuma 13rb bisa nahan minyak dimuka?? emang sih packaging nya gengges bgt wkwk but yeah it is just 13k so what do you expect?? btw gue suka bgt channel ini soalnya selalu honest review?? keep it up girl?,positif
"Ini oil control-nya emang juara banget. Pernah make ini doang plus alis dari jam 3 sore sampe jam 1 pagi (malam tahun baru) masih on banget. 

Dia bikin kulit jadi terasa matte banget karena ada corn starch-nya. Ini juga yg sering bikin keliatan agak ""ngambang"" di muka. 

Buat yg langsung jerawatan setelah make ini mungkin kulitnya kurang cocok sama talc.",positif
Tanpa softlense jauh lbh bagus..so pretiiiiiiii,positif
Ini bukti klo cewek cantik ga harus rambut panjang and hitam..love..love..love..???,positif
kalo buat muka jerawatan makenya yg marcks warna pink. begitu katanya.. tapi bener sih aku make yg pink jerawatnya mendingan,positif
kakaa kulitnya cantik bangeeettt ??,positif
Kakak suka..semangat terus buat video nya kakak??,positif
Fix banget beli powder ini ... karna aku oily banget smile lines ... kayaknya bagus buat baking deh kaak di muka aku... You look super gorgeous.. i love this setting kaak ... yaaayyy... great review ????????,positif
Bedak pertama yg di beliin ortu setelah bedak bayi bagus sih krn ada obatnya tp memang kering banget kulit,positif
Kak ini ada packaging yg lebih imut dari ini ??,positif
That lip color looks amazing on you... Itu apa ????,positif
gua percaya kak lu bakal jadi orang gede.. amin,positif
Aku slalu nunggu videomu kak :',positif
Lebih baguss stelah dipake 3 jam an yaaa. Suka reviewnyaa dehh,positif
Bedak dr jaman sd... Bedak turun temurun dr ibu anak cucu2nya pake ini smua ??,positif
"Bedak marcks bagus buat baking ga? 
karena harganya murah pengen coba buat baking foundation",positif
gue oily skin pake ini bgs banget. hasilnya masih matte padahal udh gue pake sampe 5 jam,positif
suka bgt sama channel youtube nya kakak ??,positif
"Ini bedak turun-temurun bgt dulu nenek aku pake ini kak lanjut ke nyokap terus aku deh hehe
Kl dipake di atas foundation emang kurang bagus sih bikin cepet cakey dan tekstur kulitnya keliatan gitu kl di aku. Jd pake kl lg ga pake foundation dulu cukup oke sih",positif
katanya yang shade invisible teksturnya beda sama yang lain katanya lebih alus dan lebi bagus gituu,positif
Lebih cantik ga pake soft lans ka... ??,positif
Q pake yg invisible but dia juga ttp ngasih warna kak .. ttp aja keliatan kyk pke bedak.. btw kl mau yg agak ga berantakan bs cb yg new packaging. Lbh kecil dan ga berantakan,positif
Info tambahan krn filenya corrupted : Bedaknya contain Salicylic Acid...dari yg gue baca di google ini lah knp bedaknya sering di rekomen dokter kulit..but i personally not sure kalau bahan aktif tersebut bakal ngaruh bgt ke kulit.,positif
"Smile line.. fuuaahhh ...
Maaf ya kak aku ketawaaa ??????",positif
sukak deh,positif
Cantik bangeeeeeet ?,positif
eyeshadow nya yang series nama nama kota itu aku punya udah dari jaman kapan sampe sekarang masih awet gatau udah kadaluarsa apa belum pokoknya masih tetep pake soalnya baguus bangeettt??,positif
Cakep bagian matanya suka! Ku punya eyeshdw focallure dari tahun 2018 emang sebagus itu ??,positif
Ya ampun cantik banget sih kak apalagi pas rambut digerai??,positif
Kak liv dirimu as always selalu cantikk bangett disetiap videonyaaa,positif
Aku suka bgtt nonton videonya kakakk reviewnya jelass puoll,positif
Emang boleh secantik ini??!!!!??????,positif
KA LIP GILA EYEMAKEUPNYA CAKEP BANGET AKDJWIDKWODKWKFKRLWL,positif
ka livv ku cakep banget sumpahh????????,positif
"wiii~ suka reviewnya??
Baru punya eyeshadow nya focallure next pen coba blush n bronzernya??",positif
Hallo k bahas soal produk hair care nya dooong.,positif
LU CAKEP BANGET KAK LIPPPPPPPP GUE MAU PINGSAN LIATNYAAAAA,positif
kak sumpah cakep banget walaupun rada keterangan complexionnya tp produk yg lain cakep bangettt,positif
tapi finish make up nya cantik bgt kak di lo asli dehhhh review warna blush yg warna nya pinkies orange mreah gtu dong kak lo cocok bgt,positif
klo udh livni yg ngomong bagus aku sih otw cekot????,positif
eye make upnya bagus banget kalippppp luv luv,positif
cantik bgtttt????,positif
"Kak liv bagus bgt make up nya... Sukak meskipun skin tone kita berbeda jenis kulit berbeda tp aq suka kak liv kl rievew selalu jujur

Aq suka nyoba kak liv kl lg rievew lipstik??????",positif
Asli cakep banget. Meski emang gosh warna complexionnya astagaaa... Akhirnya aku bakal maju bener beli eye produknya deh.,positif
banyakin lagi konten konten durasi panjang kaya gini i super likeeeee thank you kak liv ????,positif
Cantikkk banget kakkkk,positif
KAAA KM CAKEP BGTTT,positif
Kak makasih byk review jujur nya bener2 bisa buat pertimbangan buat myari foundie / cushion ?,positif
Gw suka banget tata rias Lifni yang seperti di bagian terakhir video. Curly hair sparkly eye shades nude lips light contouring. Tampilannya cocok. Glamor tapi segar.,positif
Mbaaaaakkk lo cantik banget gilaaaaa ???,positif
kak lo cakep bangettt!!! pls tiap nonton video lo gw gak brenti mengagumi??!!,positif
Makep nya cakep banget anjirr ko gue baru tau ada beauty vlogger cakep begini woii kemana ajj gue ??,positif
