comment,label
"kalau ada yang bilang ""makeup ori mahal"" thats a big bullshit coi. 

jadi emina wardah pixy viva mizzu itu apa? 
dah jelas ori bagus dan cocok dikantong pelajar.

intinya
dear tasya farasya terimakasih sudah mau speak up aku padamu.",1
suka ama Tasya yg emang rekomendasikan produk yg benar2 aman dan dia pake jg. beda ama si Tasyi yg pake HELWA cream abal2,1
Rambut ka tasya lebih bagusan yg kaya sekarang dari pada yg kemaren2 ni yg kriting ya,1
just wanna say LOVE U KAK TASYA KEEP INSPIRING<3,1
"Gua suka bgt pas tasya savage farasya yg speak up kasus endorse di twitter bnyk bgt yg setuju karna speak up nya tasya??????

#tranding1 on twitter",1
"terinformative terpositive terendah hati review.. 
I like ??",1
Ka tasya produk untuk menghilang flek hitam krn sinar matahari dong kaaa,1
"Tasya pake safi aku beli .. Tasya pake wardah safiku belum abis ??????????????

Jadi mending safi mending wardah yah ? ??",1
Wardah emang bikin cerah muka favorit bat emang,1
Ya Allah...lancar kan rezeki nya subscriber nya kak @tasyafarasya biar bisa beli yg kk tsya riview????,1
"Affordable sih dibandingkan merk skincare lain satu pack nya.. trus hampir tiap jenis kayanya bisa awet lebih dari sebulan...

tapi bukan berarti saya akan megeluarkan uang untuk membeli semua itu..  :'v",1
Yuhuu yg ditunggu,1
Kok lucu sih ??,1
Km terlove ka ??,1
Asyik banget dengar review kaakak... jelas semua. Thank you kak.,1
Cushion doang yeh yg dibahas tp bkin anteng ky nton kartun ?? good job kak,1
Suka banget kaa.. pokonyaa jadi pendukung setiaaa kamu?? jatuh cintaaaaa banget sama kamu dan semua bahasan makeup kamusehat selalu ka.. god bless u,1
idola ane. ??????,1
"Rambutnya kak harus potong lagi tuh udah gondrong !!! 

Love you as always ???? i dont even wear a make up but ill stay on your channel ??????????",1
Teuteup yah shade nya yang kalau aku pakai bakalan abu2 meskiii nampol di mukanya gorjeuuuusss ??. Jangan bosan untuk kritik make-up company yah kak.,1
seru banget review lu kak .. loveyou ??,1
Kk review semua produk focallure dong dari primer foundie bedak pokokny semua deh heheh moga lu denger dan gua akan selalu nunggu vidio itu????,1
"*nonton gapake earphone*
Mama: itu siapa sih ka yg ceramah? 



Hahahahahahahaaah",1
dan gue selalu nonton ampe akhir karna gue suka kebacotan lo. LUV DAH POKONYA ????,1
Yeeey akhirnya.. ????,1
"Gua ngakak bgt pas lu ngomong ""pikpiw"" anjir HAHA APAANSI NIH APAAN",1
Wowo ku suka ku suka ??,1
I love your honest opinion ??,1
Yaa allah...masih bagus biarpun udh ber jam2??????,1
Aku uda lama pake ini gapernah ganti2 bagus banget cuman klo berkeringan dia luntur sedikit biasanya dbagian kumis gtu cuman ga masalah pas diset pake bedak uda oke kok anti luntur?,1
Suka kak apa adanya YouTuber,1
Bener2 kaya glass skin dan bersinar beneran woiii gue suka banget liat hasil complexions nya,1
Love it sist tks,1
"Nyablakkkk blak blak mantabbbb
Makasih reviewnya kaliv",1
Review meyagin kan bgt wkwkwknka bagus kok warna nya diwajah kk ???? (kayak wanita korea dong ??????),1
Gemesbagus banget ngereviewnya,1
Selalu suka review jujur kaka.. ????,1
Heheh bedak favorit gw kalo cuman keluar bentar enak banget,1
Kak sudah bagus dan unik yg penting buat akun langsung bahas aja produknya tidak usah banyak bicara yg lain biar lebih bagus,1
Aku suka pakek ini dipakek utk dance tetep stay,1
Penampilanya internasyional bangettt suka nih chenel ny Kk wkwk;(,1
Ini bedak emak gw dr jaman dy masih remaja dan d wariskan ke gw pas gw masih remaja. Aromanya enak bgt tp,1
Review pling jujursyuka,1
Aku makeupin pengantin pake ini awet kokbagus banget.,1
Mbk livejunkie....trnyata jenis kulit wajah qta sma...saya jug suka dgn riviewny yg apa adany...thanks y...,1
Favorit aku,1
Kesukaan aku bedaknya,1
Aku pke ini prodak di ketiak,1
Love the eyeliner ??,1
Kak livjunkie i love you,1
Sangat membantu...thanks a lot!!,1
Bedak marcks emang terbaik sih menurut ku bedak andalan dari smp sampai sekarang umur 24 tahun setia pake bedak marcks. Gatau knp ku pede pede aja pake bedak tabur itu dan cocok. Karna temenku kalau pake bedak marcks pada ga pede karna keanginan sedikit langsung ga on. Tapi kalau dipake di aku tetep on sih untungnya..,1
Kulit muka mbaknya bagus aku suka,1
Aku pke bedak marks jga krna kulit ku cenderung brminyak tp klo pke bedak ini hasilnya bgus dan gk brminyak??,1
Bagus gitu gk pake soflen di lihat juga enak gk menakutkan matanya,1
Percaya atau tidak tapi bedak ini bikin hasil akhir make up gue jadi flawless !!! ?????? I love it !!,1
"Suka banget sama kakak satu ini...cantik itu...nggak harus berambut panjang dan putihdan sipit dan manis..tapi cantik itu...""Menarik dan apa ada nya dan menjadi diri sendiri""",1
Saat ini jg gw jd keterusan pke bedak ini ga tau knp tp ngerasa bikin jerawat bruntusan gw kering gt salam succses kakahh??????,1
Finally found same result! Sama bgt bikin bertekstur di wajah jadi jelas bgt :((,1
Kaka q suka warna kuteknya kakkkkk... pakai kutek apa itu kak kukunyaaa????,1
Ini bedak kesukaan gw sih hahahah bener bener nahan minyak and gk bikin jerawat gw nambah gt.,1
Lebih cantik ga pake soflens,1
kaya bule,1
"tadi mlm aku nyobain  bedak marcks ini  aku pake daari jam 11 mlm trus aku bagun jam 08:00  bedak nya masik oke di muka.
tpi gue aga tkt juga karna kata tmn gue bedak ini ga ada pom nya.",1
Bedak favorite ku ini. Dari pas SMP kls 1 mama nyuruh pake bedak ini biar jerawatnya ilang. Dan ampuh sih. Sampe skrg juga masih pake.,1
"aku jga pake bedak marcks  tp yg ""ROSE"" nya   syukaaaaa bgt pkonyaa ????",1
Tiap hari pake bedak itu aku iritlah murah awet (habisnya lama)??,1
"Aq pakai ini sblm bb cream spy lbh awet riasannya.... Kdg pun utk maskeran + air mawar
Btw aq suka mata yg ini.. Drpd softlens",1
Lebih lucu ga pake soflents??,1
My fav bedak apalg buat wajah yg super jerawatan,1
Gw suka ????,1
Kaka cantik tanpa softlans ??,1
q jg punya bedak ini...tp jarang q pake...karena kalau habis pake  bedak harus bersih2 hihi...,1
Buat yang jerawatan ini bagus,1
Aku suka vidio ini. Krn gk pakek soft lance. Bedak itu sampe sekrang masih pakek,1
Kalau pakai bedak marks enak banget sih buat muka yang berminyak jadi kering,1
Pake bedak.ini buat ketek... alhamdulillah gak.bauk n gak basah seharian..,1
Hai liv.. Kebetulan gw kerja di PT. KIMIA FARMA.. hope u like we're produk.. I enjoyed to watching ur vlog..,1
Awal demen lo lantaran gayanya miripppp bgt ama PINK (i'd love her so much!!). Tapiiii ocehan lo tuh bikin gw jatuh cintaaaa apalagi kalo dah sial ?????? apa adanya bgtttt ga di buat2. Love youuu liv ????,1
Aku suka cara kakak ngomong pinter bahasa inggris. Tp sayang sub belum melejit. Semangat terus kak semoga viral,1
Sampe sekarang saya pakek kerja,1
Bedak legendaris gua nihh.. Tau bedak ini dari mama  emg bguss marcks,1
klo ini di tmpatku jadi bedak favorit remaja ky anak2 SMP yg baru puber dan anak2 SMA gtu yg mukanya sering berminyak krn aktifitas sekolah dri pagi smpai sore ????,1
KAAA ADA KEMASAN BARUNYA YG MARCKS ACTIVE TUNGGU KAAAA,1
"sis mw tnya dong..  
produk bwat kulit yang super duper berminyak apa..  
fyi kulit kita sma punya pori2 yang gede",1
Bedak ini enak banget dipake setelah pakai toner atau gel kalo pake setelah foundie gt aku juga kurang suka.,1
Keren wing liner nya,1
Butirannya emg kasar kak. Aplg yg compact powdernya. Tp aku suka bgt utk setting muka abis pke krim2an. Tahan lama trs ga pecah2 mskp udh kringetan. Ini bedak juga bisa dipake kalo lagi gatel2 krn biang keringat ditarok di bagian yg merah2. Aku suka pake juga soalnya.,1
Haha jujur aku ngilangin jerawat aku pake bedak ini.... #dontjudgeme! Haha,1
Kak pake lipstik apa? Warnanya cantik bgt!,1
Kak km cantik banget makan apa sih kak kok bisa cantikk,1
"Bedak itu harus kak 
Aku suka bangettt.........kikikikokkkkkikmkmm",1
Baru sehari liat videonya tapi langsung suka aja gitu daaaaan nagih liat yg lainnya. Semangat terus bikin videonya ya kak ??????????,1
bagusan yg mana kalo dibanding sm ponds bb powder?,1
Mirip milley cyrus ????,1
Ka guee suka bnget sama vidieo kamuu ??????,1
"Kak klo gue make kok pas keringetan muncul2 gt dy bedak nya
Mkanyaa gue kurang suka
Apa gue yg gk bsa mkek nya ya?",1
"Ini bedak emang bagus buat nahan minyak tokcer. Tapi emang cocok2an+keliatan ""bedak"" banget.",1
"Ini bedak favorit gw ??
Emang kemasannya bikin repot terus kalo lagi pergi2an malu rada ngebul kalo di pakekharus d pindahin ke tempat bedak padat.
Tapi gw cocok sama bedak inikalo muka gw berminyak gak berantakan d muka. Cuma pakek bb cream sama ini juga udh enak buat sehari2??. Dan kalo di jalan muka gw gampang keringetanpakek ini kalo bedaknya ilang gak nganclo2 belepotan tinggal di tambah aja kalo udh ilang d muka.??",1
Kak lipsticknya apa cucokk,1
bedak legendaris dari kimia farma...produk bgs sih menurut aku...,1
Kukunya cantik kak ??,1
makasi banget kak aku uda subscribe yaaa  thank for sharing!!! ??????,1
Udah ada packaging baru yg kaya dari plastik kaca gitu,1
Di muka aku yang berminyak cocok kak oil controlnya lumayan.,1
Btw lo lebih cantik no softens beb.. Lebih gimana yaa,1
Ini emang baguuuusss,1
tapi saya cocok pake bedak ini. buat ngebantu nahan minyak seharian.,1
kulit aku kering kak tp aku pakai bedak ini krn ringan banget di muka. aku pakainya dikit2 krn takut makin kering kulitnya dan baking cuma di daerah mata aja klo pakai concealer. recommended buat bedak sehari2. harganya murah meriah dan isinya banyak pula.,1
Ini bedak fav gue cuma 13rb bisa nahan minyak dimuka?? emang sih packaging nya gengges bgt wkwk but yeah it is just 13k so what do you expect?? btw gue suka bgt channel ini soalnya selalu honest review?? keep it up girl?,1
"Ini oil control-nya emang juara banget. Pernah make ini doang plus alis dari jam 3 sore sampe jam 1 pagi (malam tahun baru) masih on banget. 

Dia bikin kulit jadi terasa matte banget karena ada corn starch-nya. Ini juga yg sering bikin keliatan agak ""ngambang"" di muka. 

Buat yg langsung jerawatan setelah make ini mungkin kulitnya kurang cocok sama talc.",1
Tanpa softlense jauh lbh bagus..so pretiiiiiiii,1
Ini bukti klo cewek cantik ga harus rambut panjang and hitam..love..love..love..???,1
kalo buat muka jerawatan makenya yg marcks warna pink. begitu katanya.. tapi bener sih aku make yg pink jerawatnya mendingan,1
kakaa kulitnya cantik bangeeettt ??,1
Kakak suka..semangat terus buat video nya kakak??,1
Fix banget beli powder ini ... karna aku oily banget smile lines ... kayaknya bagus buat baking deh kaak di muka aku... You look super gorgeous.. i love this setting kaak ... yaaayyy... great review ????????,1
Bedak pertama yg di beliin ortu setelah bedak bayi bagus sih krn ada obatnya tp memang kering banget kulit,1
Kak ini ada packaging yg lebih imut dari ini ??,1
That lip color looks amazing on you... Itu apa ????,1
gua percaya kak lu bakal jadi orang gede.. amin,1
Aku slalu nunggu videomu kak :',1
Lebih baguss stelah dipake 3 jam an yaaa. Suka reviewnyaa dehh,1
Bedak dr jaman sd... Bedak turun temurun dr ibu anak cucu2nya pake ini smua ??,1
"Bedak marcks bagus buat baking ga? 
karena harganya murah pengen coba buat baking foundation",1
gue oily skin pake ini bgs banget. hasilnya masih matte padahal udh gue pake sampe 5 jam,1
suka bgt sama channel youtube nya kakak ??,1
"Ini bedak turun-temurun bgt dulu nenek aku pake ini kak lanjut ke nyokap terus aku deh hehe
Kl dipake di atas foundation emang kurang bagus sih bikin cepet cakey dan tekstur kulitnya keliatan gitu kl di aku. Jd pake kl lg ga pake foundation dulu cukup oke sih",1
katanya yang shade invisible teksturnya beda sama yang lain katanya lebih alus dan lebi bagus gituu,1
Lebih cantik ga pake soft lans ka... ??,1
Q pake yg invisible but dia juga ttp ngasih warna kak .. ttp aja keliatan kyk pke bedak.. btw kl mau yg agak ga berantakan bs cb yg new packaging. Lbh kecil dan ga berantakan,1
Info tambahan krn filenya corrupted : Bedaknya contain Salicylic Acid...dari yg gue baca di google ini lah knp bedaknya sering di rekomen dokter kulit..but i personally not sure kalau bahan aktif tersebut bakal ngaruh bgt ke kulit.,1
"Smile line.. fuuaahhh ...
Maaf ya kak aku ketawaaa ??????",1
sukak deh,1
Cantik bangeeeeeet ?,1
eyeshadow nya yang series nama nama kota itu aku punya udah dari jaman kapan sampe sekarang masih awet gatau udah kadaluarsa apa belum pokoknya masih tetep pake soalnya baguus bangeettt??,1
Cakep bagian matanya suka! Ku punya eyeshdw focallure dari tahun 2018 emang sebagus itu ??,1
Ya ampun cantik banget sih kak apalagi pas rambut digerai??,1
Kak liv dirimu as always selalu cantikk bangett disetiap videonyaaa,1
Aku suka bgtt nonton videonya kakakk reviewnya jelass puoll,1
Emang boleh secantik ini??!!!!??????,1
KA LIP GILA EYEMAKEUPNYA CAKEP BANGET AKDJWIDKWODKWKFKRLWL,1
ka livv ku cakep banget sumpahh????????,1
"wiii~ suka reviewnya??
Baru punya eyeshadow nya focallure next pen coba blush n bronzernya??",1
Hallo k bahas soal produk hair care nya dooong.,1
LU CAKEP BANGET KAK LIPPPPPPPP GUE MAU PINGSAN LIATNYAAAAA,1
kak sumpah cakep banget walaupun rada keterangan complexionnya tp produk yg lain cakep bangettt,1
tapi finish make up nya cantik bgt kak di lo asli dehhhh review warna blush yg warna nya pinkies orange mreah gtu dong kak lo cocok bgt,1
klo udh livni yg ngomong bagus aku sih otw cekot????,1
eye make upnya bagus banget kalippppp luv luv,1
cantik bgtttt????,1
"Kak liv bagus bgt make up nya... Sukak meskipun skin tone kita berbeda jenis kulit berbeda tp aq suka kak liv kl rievew selalu jujur

Aq suka nyoba kak liv kl lg rievew lipstik??????",1
Asli cakep banget. Meski emang gosh warna complexionnya astagaaa... Akhirnya aku bakal maju bener beli eye produknya deh.,1
banyakin lagi konten konten durasi panjang kaya gini i super likeeeee thank you kak liv ????,1
Cantikkk banget kakkkk,1
KAAA KM CAKEP BGTTT,1
Kak makasih byk review jujur nya bener2 bisa buat pertimbangan buat myari foundie / cushion ?,1
Gw suka banget tata rias Lifni yang seperti di bagian terakhir video. Curly hair sparkly eye shades nude lips light contouring. Tampilannya cocok. Glamor tapi segar.,1
Mbaaaaakkk lo cantik banget gilaaaaa ???,1
kak lo cakep bangettt!!! pls tiap nonton video lo gw gak brenti mengagumi??!!,1
Makep nya cakep banget anjirr ko gue baru tau ada beauty vlogger cakep begini woii kemana ajj gue ??,1
KAKKKK CANTIK BANGETTTT TIBA-TIBA JADI ZENDAYA!!!!!????????,1
Betyuuuul.. kyk pke Cryolan. Aslik syantiq bgt Liv.. Maigat...?,1
Kaaaaaak menurutku shade ini bagus bgt buat kamuu ????,1
Gw cowok dan akhirnya gw tertarik bakal coba ni cushion... Benerw cover bgt bekas2 jerawat dan makin lama makin kayak nyatu sama warna kulit dasar. Dan di kaka ga terlalu beda bgt tone nya. Kayak pas aja gitu dan kebetulan tone skn kita sama hehehe,1
Bisa gak sih cakepnya gausah kebangetan lip? ????????,1
cakep banget woy,1
Pokoknya belum percaya klo kakak yg review. Asli si paling jujur bangettt ?,1
isssss cakep bgt ka lipniiii,1
CANTIK BANGET ELAHHHHH,1
Cakep bgt. Semoga mereka ngeluarin shade buat kulit indo ya kak lifni... ???,1
Cwantik batttt,1
Kaya barbie?????? cantik bgt kak,1
kakkk i love ur content pleaseeee sering sering review sejelas ini...,1
"Aku nitip temenku yg lg liburan ke korea
Ya ampuuunnn cinta bgt tirtir!!
Seharian gue berasa cakep wkwk
Flawless abis
Full coverage 
Entennggg di muka.
Aku beli jg terlalu terang. Tp dia oxidize dan bs diakalin pake bedak yg warna kulit gue

Setuju abisss
Berasa cewe2 di douyin
Haha

Cakeppp deh tirtir
Serius worth to buy",1
Aku suka cushion produk2 korea karena lumayan menjanjikan tp aku ga suka cushion produk korea warna ga bgt sama tone aku karena pernah pake clio dan laneige jadi abu2 ??,1
cantiikkk???? kamu keliatan fresh bgt kak pake cushion ituu,1
Cakep bgt sih mbaa,1
CANTIK BGT WOW,1
Cantiik bgt kak..??,1
Cakeppp banget Ka Lifni ??????,1
Kenapa lu cakep nya unik banget sihhhhh kesel gw,1
Suka sm vibes manusia gemes 1 inii?,1
Cakep bgt cakep pol sumpah,1
Kak your so pretty? kaka cocok banget rambut panjang & dikuncir gitu,1
klihatan Alus bgt,1
"Gak pernah komen tapi kali ini harus komen karena ""KAMU CANTIK BANGET DI VIDEO INI""",1
"Tapi cantik 
Kelihatnya baik2 aja loo dikamera",1
"ngakak di bukan ani-ani biasa xDDD
anw cantik bgt kakaa",1
disaranin temenku pake tirtir tapi maju mundur mau purchase sekarang setelah liat review kak liv langsung gas CO,1
gilak bener-bener full coverage sampe bekas jerawat pun ketutup ?? i thought i'm gonna buy this,1
JUJUR!! Ini makeup look tercantik kak lipni di awal tahun ini... CANTIK BANGET! cantik banget kak lipni di video ini???????????????,1
Cantik bngt kak lgsg mirip Rihanna,1
cantik bgt lifniii ??,1
ini kayaknya shade yang pas buat kulitku that's crazy that it's the darkest shade ?? semoga mereka release shades baru yang lebih gelap ?,1
Cakep banget lipstiknyaa red carpet cekalih,1
lovee banget kaka cantiiiiikk semangat hari2nyaa,1
ohh ini make up dibalik foto instagram kemaren yg cakep banget ituuuu??????,1
Sumpah pas abis pake lipstiknya langsung berubah kayak Rihanna. Cakep banget Kak Lipni ????,1
berarti mendingan ini drpd segala cushion korea ya? apalagi si clio yg katanya bagus itu,1
Akhirnya bisa nonton kakak livni lagi senang banget berasa diajak ngobrol,1
OMGGGG MAKIN CKEPP KK???,1
CAKEUP BGTBGTBGT DEH KM TUH KA ????,1
Bagus bangett ka lip set ama kamera barunya nicee,1
matanya cantik banget ga sih kaya bule ih bagus,1
Nonton ini krn liat bannernya kok kyk livni.  Ternyata bener wehehe,1
Gue baru lihat dong lipii modelnya auto beli dan emang ringan banget,1
Hadir ya nyimak selalu ya mbak cantik ??,1
Ahh kak lifni cakep sekali lohhh ?,1
"Aku coba dan beneran kaget lngsung mumbling ""eh ini apaan? Ko bagus bener?!"" Di pake makin lama makin jadi bagus dan pas touch up pake bedak dengan brand yg sama hasilnya makin bagus?? gak ngerti lagi si sama brand ini???? gak cakey juga malah makin nyatu sama kulit",1
kak thankyou for amazing contentnyaa. cm masih penasaran somethinc copy paste vs makeover radiant moisturizer bgmn? ??,1
"Sumpah kak lu kok sekarang cakep bener yaaak??? W ngikutin lu dari awal2 lu bikin yutup ??
Bener2 makin auranya keliatab",1
Makasih Kak Lifni berkat Kakak saya coba tinted sunscreen ini dan syukurnya ketemu shade yang pass nyaman banget dipakainya dan puass,1
Sllu percya kalok kak lifni yg udah riview???,1
MAKEUP LOOK YANG DI VIDEO INI BENER2 CANTIK FLAWLESS GORJES ??  Livni 2019 pasti sangat bangga melihatnya!,1
enggk tau kenaoa kalo kak livny yg review lgsg percaya. next sunscreen stick dong kak,1
kaaa spill softlensnyaa dongggg. Cakeuppp euyyy,1
kakk livv makasihh udah speak up about shades yang menghilang fawn and penny :') berakhir aku ga beli produk somethinc ini karena shade ku ga ada hahahahha (why did you do that somethinc?),1
Kak lifni kamu cantik banget seriuuusss?,1
"Aku hoomannya pake goddess pas beli tinted sunscreen goddess malah keterangan :""""

Utng cocok sama kakak. Tapi emng se flawless itu dan akhirnya dapet validasi dari Lifni kalo ga perlu pake 2 jari???

Semangat terus ngontennya ????????",1
Gue suka bgt  karna kmu mirip rihana ?????,1
Suka x denger beliau ini ngoceh trs...g bosenin...klo beliau ini jd guru jamin murid nya kagak ada yg ngantuk ??,1
kak livni kalo reviewnya udah se semangat ini berarti gausah diraguin kualitasnya wkwk,1
sebelum direview kak lifni ingin beli setelah direview malah makin-makin hufttttt harganya tapi:(,1
"Agreee bener banget lebih enak dipake sebagai skintint hasilnya lebih cakep gak dempul tapi pastiin pake sunscreen dulu biar proteksinya lebih nampol ??
Dan justru kalo kena keringet tuh bikin makin ngeblend sama kulit makin cakep ???",1
Begitu murah meriah plus worth it...tadinya agak� ga yakin sih makanya liat review favoriteku dlu sbg fakta meyakinkan hati???????,1
Kak livvvvv semangat ngonteennya ???,1
warna kulit lu cantik bangeeet,1
Makasih dah jujur bilang bagusnya jadi tinted moisturizer karena aku gak yakin mau pakai sebanyak itu ??,1
And lu kata benar2 real ekspentasi gw bahkan ga terlalu tinggi tapi ternyata yg lu kata ga boong. Sumpah cinta bgt ???,1
sumpah sih cantik banget,1
Cantik bngt kak tasya??,1
Aku jg 1 shade cushionya sm kak tasyabener kaya kulit lg pake skinker aja tp lbh rata. Seneng bgt shadenya nyatu dikulit????,1
Kalo kulitku kaya kak Tasya aku ga akan makeup sumpahh?? bagus bgt,1
SUKAAAA KEREN TEKNIKNYA.  mau recreate buat wisuda hahahah bismillah ??,1
mamah nya ayang cantik bangett yaa allah????????,1
cantikkk,1
Cantikk bgttt ?,1
Manis kaya ibu nya banget klo rambutnya digituin kak tasya ??,1
Sukaa sukaaa banget sama make upnya,1
suka bgt liatny,1
. Suka bgt sihh liat ka Tasya Masha Allah cantikkk bgtt gemesh sama idungnya??????,1
cantik sekali?,1
Cakep beuttt,1
Ya Allah ga make up aja cakep bgt ??,1
sukaaa banget make up look kayak gini 05 03 w tantain lo,1
Cuantik bgt,1
cantik kak,1
Lebih suka video nya kak tasya yang pengambilan gambar Nya kaya gini  kesan nya lebih santai dan lebih jelas.,1
"Emang kecintaan banget produk colorfit nya wardah

Sampe aku pake semuanya buat makeup dia ringan tapi mengcover kekurangan wajah gitu jadi flawless ??",1
Cantik bgt waktu sebelum mekap  pengen tak cubit pipi nya hwehehhehe,1
Dandan gimanapun juga tetep cuantikkkkkk yaAllah ????????,1
Cantiknya kebangetan. Kapan qu cantik kek u laaa kak tasyaa ??????????????,1
Cantiiik kak tasya ?? Wardah emang the best produknya,1
"Asli . MANTABPPPPPP.. 
Luar biasa. Info yang bermanfaat nih.. tutor yahut",1
Cantik bgtt,1
Cantiqqqqqqq,1
Duh cantiknya... pengen bgt bisa make up Natural kayak gitu. Bisa g ya? ??????,1
Aduh gatau lagi sama ni orang satu cantiknya gaada obat??,1
KAYAKNYA KALAU RAMBUT KAKA DI KASIH COLOUR BLACK BISA MAKIN CANTIK SIH KAA...,1
Kak dibagian mananya sih flek ya ampun kulit mulus kinclong gtu????,1
Lipstick ku baru aja nyampe yg wardah everyday. Emang cakep banget gils,1
Masya Allah tabarakallah Kaka Tasya cantik banget. Bener2 clean face. bagus banget makeup nya. Ka kasih tips dong buat solusi kalo make up gagal jd make up bagus. Kalo make up sering ada yg gagal ????,1
Kakak ini nggak usah make up aja cantiknya udah kebangetan...??,1
Cantik bat jujurlyy,1
Barbie hiduuppp ??,1
Cakep amat ka tasyaaaa,1
"Aku tuch suka bgt sma make up bisa jd mood booster gtu klo lg bete dn slh 1 ny klo liat kk tasya tutorial make up..asliii keren bgt..dri ngasih tau step by step ny itu jlas..trus d akhir"" ska ngsih tau apa aja yg bgus d stiap produk yg d gunakan..pkonya the best lh????????????
Aku udh subscribe lma tp bru skrg bsa koment..maaf yaa kk..saking slalu perfect ny jd ska bngung aja mo komen apa??????????
Sehat slalu kk tasya??????????",1
suka bangett sama look nyaa????,1
Cantiik bet kak ??,1
Cantik bngt mba tasya,1
SUKA BANGET!!!!!,1
masya allah cantik bgt ka tasyaaaa,1
baguus bgt mau dipake pas wisuda ah,1
cakep banget look nya ??,1
Pas sebelum dandan Masya Allah cantik banget kak Tasya ??,1
Bagus si emng kak,1
